finished,QID1,QID2,QID3,QID5,QID6,QID8,QID10,QID11,QID12,QID14,QID13,QID24,QID9,QID15_TEXT,QID16_TEXT,QID17,QID18,QID19,QID20,QID22
Finished,Q1 - What is your class year?,Q2 - What is your race or ethnicity?,Q3 - What is your gender?,Q5 - Are you in any of the following types of groups?,Q6 - Are you in Pratt or Trinity?,Q8 - Which presidential candidate do you intend to vote for?,Q10 - Which political party do you most align with?,Q11 - How knowledgeable do you consider yourself about politics?,Q12 - Do you plan to vote?,Q14 - Are you registered to vote?,Q13 - In which state are you registered to vote?,Q24 - Which candidate for US Senator from North Carolina do you intend to vote fo...,Q9 - Which candidate for North Carolina governor do you intend to vote for?,Q15 - What is one word that comes to mind when you think of Hillary Clinton?,Q16 - What is one word that comes to mind when you think of Donald Trump?,Q17 - Do you have friends that support a different candidate for president that y...,Q18 - Have you unfriended someone on Facebook because of their political beliefs?,Q19 - Who do you think will win the election?,Q20 - Do you think you will be voting for the same candidate for president as you...,Q22 - How many Duke Football games do you think you will have attended by the end...
TRUE,2019,Black or African American,Female,Independent House,Trinity,Do not intend to vote,Unaffiliated/Independent,Not knowledgeable at all,Definitely not,No,,,,Powerful,Crazy,No,No,Hillary Clinton,Definitely not,4
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Woman,Old,No,No,Hillary Clinton,Probably yes,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Arrogant,No,No,Hillary Clinton,Definitely yes,3
TRUE,2018,White,Male,Selective Living Group,Trinity,Gary Johnson,Libertarian,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Do not intend to vote,uninspiring,dangerous,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2020,American Indian or Alaska Native,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Dishonest ,Unworthy ,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2017,White,Male,Independent House,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Incremental,Bombastic,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Strong,Inconsistent,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Do not intend to vote,Politician,Idiot,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Strong,Irrational ,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,New York ,,,Woman,Asshole,No,No,Hillary Clinton,Probably yes,4
TRUE,2019,White,Male,Fraternity,Trinity,Gary Johnson,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Fake,Psycho,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Inspiring,Hitler,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2019,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Qualified,Obnoxious,No,Yes,Hillary Clinton,Might or might not,1
TRUE,2019,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Strong,Dumb,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2018,Asian,Male,Independent House,Trinity,Do not intend to vote,Unaffiliated/Independent,Slightly knowledgeable,Probably not,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Emails,Unqualified ,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2019,White,Female,None,Pratt,Gary Johnson,Republican,Slightly knowledgeable,Definitely yes,Yes,Wisconsin ,,,Follower,Ridiculous ,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2017,Hispanic,Male,None,Trinity,Hillary Clinton,Libertarian,Moderately knowledgeable,Might or might not,No,,,,Nah,HellNah,Yes,Yes,Donald Trump,Definitely yes,4
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Washington ,,,strong,mean,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Calculated,Disgusting,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Male,None,Trinity,Donald Trump,Republican,Moderately knowledgeable,Probably yes,Yes,Maryland ,,,Criminal,Mogul,Yes,Yes,Donald Trump,Might or might not,4
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Shit,No,No,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Male,Selective Living Group,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Deliberate,Arrogant,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Calculated,Fooligan,Yes,Yes,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Cocaine,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,glass ceiling,dumb,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Very knowledgeable,Definitely not,Yes,California ,,,Snake ,Trash ,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2019,White,Female,Sorority,Trinity,Do not intend to vote,Unaffiliated/Independent,Not knowledgeable at all,Definitely not,No,,,,Female,Cocky,No,No,Hillary Clinton,Probably not,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Qualified,Disgusting,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2017,Asian,Female,Sorority,Trinity,Undecided,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Woman,Rich,Yes,No,Donald Trump,Might or might not,0
TRUE,2017,White,Female,Sorority,Pratt,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,eh,wtf,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2019,Black or African American,Female,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,New Jersey ,,,Experience,Business,Yes,No,Hillary Clinton,Definitely yes,7
TRUE,2019,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Florida ,,,Establishment,Dangerous,Yes,No,Donald Trump,Probably not,1
TRUE,2019,Asian,Female,None,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Roy Cooper,annoying,Bigot,No,No,Hillary Clinton,Probably yes,1
TRUE,2017,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Woman,Bigot,No,Yes,Hillary Clinton,Definitely yes,2
TRUE,2019,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Old,Small,Yes,No,Hillary Clinton,Definitely not,2
TRUE,2019,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,New York ,,,Eh,Insane,No,No,Hillary Clinton,Probably yes,0
TRUE,2017,Hispanic,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Do not intend to vote,strong,sexist,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Pratt,Undecided,Republican,Moderately knowledgeable,Probably yes,Yes,Florida ,,,Female,Aggressive,Yes,No,Donald Trump,Probably yes,3
TRUE,2018,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Green,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Other,Roy Cooper,woman,crazy,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Hispanic,Female,None,Trinity,Do not intend to vote,Democratic,Very knowledgeable,Definitely not,No,,,,Children,Taxes,Yes,Yes,Hillary Clinton,Definitely not,4
TRUE,2019,Asian,Male,Fraternity,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Democrat,Joke,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2018,Asian,Female,Sorority,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely not,No,,,,Experienced,"Horrible, ignorant human being",No,No,Hillary Clinton,Probably yes,0
TRUE,2020,Hispanic,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Undecided,Qualified,UnQualified,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2017,Hispanic,Male,Independent House,Trinity,Other,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Untrustworthy,Misguided,Yes,No,Hillary Clinton,Definitely not,5
TRUE,2017,White,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Non-apocalyptic,Apocalyptic ,No,Yes,Hillary Clinton,Definitely yes,3
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Professional,Fool,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2018,White,Female,Independent House,Trinity,Do not intend to vote,Democratic,Very knowledgeable,Definitely not,No,,,,Competent,Attention-seeking,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Smart,Tiresome,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Feminist,Horrid,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2019,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,prepared,dangerous,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,New Jersey ,,,Capable,Unrespectable,No,No,Hillary Clinton,Definitely yes,3
TRUE,2019,Asian,Male,Independent House,Pratt,Undecided,Republican,Moderately knowledgeable,Definitely yes,Yes,New Jersey ,,,Untrustworthy,Unpresidential,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Career politician,Racist,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2018,Other,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Good,Horrible,No,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Black or African American,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Moderately knowledgeable,Probably not,No,,,,hawkish,unhinged,Yes,No,Hillary Clinton,Probably not,1
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Better,Horrible,Yes,No,Hillary Clinton,Definitely yes,10
TRUE,2019,White,Female,Sorority,Trinity,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Do not intend to vote,Crooked,Psycho,No,No,Hillary Clinton,Definitely not,0
TRUE,2019,Asian,Female,Independent House,Pratt,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,tuition,racist,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Hispanic,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Other,Undecided,Complicated ,Unfiltered ,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2019,White,Male,None,Trinity,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,Virginia ,,,Corrupt ,Businessman ,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2017,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,qualified,bigot,No,No,Hillary Clinton,Definitely yes,4
TRUE,2020,White,Female,None,Trinity,Undecided,Democratic,Slightly knowledgeable,Might or might not,Yes,Ohio ,,,strong,overestimated,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2019,White,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Michigan ,,,Capable,Disrespectful,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,Hispanic,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Bad,Terrifying,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2019,Asian,Female,Selective Living Group,Trinity,Do not intend to vote,Democratic,Slightly knowledgeable,Definitely not,No,,,,New York,Mexico,No,No,Hillary Clinton,Might or might not,0
TRUE,2019,White,Male,Independent House,Pratt,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,Wisconsin ,,,commander,Jerk,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2019,White,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Arizona ,,,Corrupt,Abhorrent,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,strong,disaster,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Illinois ,,,Dishonest,Bigot ,Yes,Yes,Hillary Clinton,Definitely yes,2
TRUE,2019,Hispanic,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,No,,,,Medic,Flames,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Undecided,Rational,Immature,Yes,No,Hillary Clinton,Probably not,3
TRUE,2018,Asian,Male,Selective Living Group,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experienced,Racist ,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2019,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,Washington ,,,pantsuit,bigot,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Firm,Crazy,Yes,No,Hillary Clinton,Probably yes,8
TRUE,2020,White,Female,None,Pratt,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Determined,Arrogant,Yes,No,Hillary Clinton,Might or might not,6
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Corporate,Insane ,No,No,Hillary Clinton,Might or might not,2
TRUE,2018,White,Other,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Missouri ,,,Knowledgeable ,Arrogant,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Determined,Rash,No,No,Hillary Clinton,Probably yes,1
TRUE,2019,White,Male,Fraternity,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Democrat,Drumpf,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Steady ,Indecent ,Yes,Yes,Hillary Clinton,Definitely yes,2
TRUE,2020,White,Male,None,Trinity,Jill Stein,Democratic,Very knowledgeable,Probably yes,Yes,South Carolina ,,,Corrupt,Idiot,Yes,No,Hillary Clinton,Probably not,1
TRUE,2017,White,Male,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,Florida ,,,career,cynical,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,prepared,sexist,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experienced ,Lunatic,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Tolerable,Insane ,Yes,No,Hillary Clinton,Definitely yes,11
TRUE,2017,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,desperate,racist,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Trinity,Donald Trump,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Dishonest,Security,Yes,No,Donald Trump,Definitely yes,2
TRUE,2019,Asian,Male,Fraternity,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Experienced,Terrifying,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Smart,Stupid,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Undecided,Secretary,No,No,No,Hillary Clinton,Might or might not,0
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Women,Money,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Male,Selective Living Group,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Missouri ,,,Experienced,Ludicrous,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Other,Untrustworthy,Ridiculous,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2017,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Dependable,Dangerous,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Do not intend to vote,Firm,Idiot ,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2018,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Determined,Bigoted ,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Trinity,Gary Johnson,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Equality,Abrasive,Yes,No,Hillary Clinton,Definitely not,5
TRUE,2017,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,New York ,,,Capable,Demagoguery,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2018,Other,Male,Fraternity,Trinity,Gary Johnson,Libertarian,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Do not intend to vote,Sociopath,Manipulative,Yes,No,Hillary Clinton,Might or might not,1
